item_proposed	item_desired	date_proposed	date_reviewed	accepted	proposer_rate	counterparty_rate
2981	2416	2022-01-20	2022-02-09	0		
2982	448	2022-01-19				
2983	5495	2022-01-18				
2990	76	2022-02-04				
2991	1541	2022-01-20	2022-02-25	1		1
2992	5475	2022-01-24	2022-02-10	1	3	4
2993	1501	2022-02-14				
2995	5621	2022-02-03				
2998	1063	2022-02-21	2022-02-22	0		
2998	2901	2022-01-20	2022-02-01	0		
2998	6809	2022-02-22				
2999	4469	2022-01-19	2022-01-20	0		
3000	312	2022-02-24				
3000	3075	2022-01-17	2022-02-14	0		
3002	2824	2022-01-24	2022-02-17	1	1	4
3005	5624	2022-02-03				
3006	5992	2022-01-28				
3010	898	2022-01-18				
3011	5131	2022-02-01	2022-02-14	1	2	4
3019	602	2022-02-04				
3020	664	2022-01-19	2022-02-02	0		
3023	5928	2022-01-18	2022-01-28	1	2	4
3028	6688	2022-01-18	2022-02-16	1	5	4
3030	2580	2022-02-23				
3033	5081	2022-01-27	2022-02-07	0		
3035	6680	2022-01-18	2022-02-18	0		
3036	63	2022-02-15				
3038	885	2022-02-17				
3038	1749	2022-01-17	2022-02-02	0		
3041	4561	2022-02-11	2022-02-14	1	5	3
3042	2671	2022-01-17	2022-01-26	1	1	5
3043	1725	2022-01-18	2022-01-21	1	1	3
3044	593	2022-01-28	2022-02-17	0		
3045	1819	2022-01-24	2022-02-01	0		
3045	2492	2022-02-15				
3046	5390	2022-01-17	2022-02-10	0		
3049	4142	2022-01-19				
3053	1436	2022-02-08				
3054	3430	2022-01-26				
3055	3435	2022-01-17	2022-02-21	1	2	1
3056	435	2022-02-18	2022-02-22	1		5
3062	6327	2022-02-16				
3063	1927	2022-02-02	2022-02-14	1	4	5
3066	4601	2022-01-17	2022-02-03	1	5	2
3068	4612	2022-01-19	2022-01-20	0		
3072	5300	2022-01-27				
3075	5830	2022-02-18				
3077	7087	2022-01-19				
3079	1996	2022-01-18	2022-01-26	1	5	3
3080	5154	2022-02-07				
3081	5044	2022-02-08	2022-02-22	1		3
3082	4123	2022-01-21	2022-02-09	1	5	4
3084	2979	2022-02-01	2022-02-09	1	2	2
3086	3443	2022-01-27	2022-02-07	1	1	1
3089	3172	2022-01-21				
3092	3831	2022-02-16	2022-02-25	1	1	
3094	2795	2022-01-26				
3095	7281	2022-01-18	2022-02-14	1	5	4
3096	2407	2022-01-25	2022-01-31	0		
3097	6214	2022-02-02	2022-02-04	1	2	3
3099	1385	2022-01-21				
3100	4964	2022-02-09	2022-02-18	0		
3102	2147	2022-01-19				
3103	1186	2022-01-18				
3106	479	2022-02-07	2022-02-16	0		
3106	4864	2022-02-25				
3108	4338	2022-02-08				
3110	4106	2022-01-20	2022-01-24	0		
3112	4930	2022-02-15				
3113	1931	2022-02-24				
3114	1587	2022-01-25				
3115	2783	2022-01-17	2022-01-31	1	2	1
3117	2291	2022-01-18	2022-02-17	1	1	2
3120	105	2022-01-18	2022-02-21	0		
3121	6989	2022-01-27	2022-02-01	0		
3122	6583	2022-01-31	2022-02-10	0		
3126	3914	2022-02-18	2022-02-28	1		
3133	2464	2022-01-17	2022-01-19	1	4	5
3134	1151	2022-02-21				
3135	2590	2022-02-09	2022-02-24	1		3
3136	2329	2022-02-16	2022-02-17	0		
3138	5595	2022-01-20	2022-02-22	1	1	3
3139	7409	2022-01-17	2022-02-08	1	3	4
3142	7335	2022-01-18	2022-02-10	1	2	1
3147	5783	2022-01-20	2022-02-22	1	3	1
3148	7173	2022-02-17				
3154	2585	2022-02-16				
3154	3340	2022-01-19	2022-01-31	0		
3155	3755	2022-02-02				
3156	2134	2022-01-28	2022-02-07	1	3	3
3162	2234	2022-01-20	2022-01-26	1	3	2
3164	2760	2022-02-07	2022-02-22	0		
3166	4852	2022-02-02				
3167	6727	2022-01-21	2022-01-31	1	1	2
3177	7428	2022-01-28	2022-02-24	1		
3178	5510	2022-01-26	2022-02-10	0		
3181	6974	2022-01-17	2022-01-31	1	3	5
3182	5204	2022-02-04				
3183	4372	2022-02-09	2022-02-21	0		
3188	3551	2022-01-18	2022-02-04	1	1	2
3193	1535	2022-01-21	2022-02-07	0		
3196	4166	2022-02-02				
3198	4166	2022-01-20	2022-01-27	0		
3200	1763	2022-01-27				
3201	784	2022-01-25	2022-02-10	1	5	2
3203	3029	2022-01-25	2022-01-26	1	1	3
3204	3481	2022-01-17	2022-02-14	1	3	4
3205	1893	2022-02-02				
3207	5609	2022-02-24	2022-02-25	1	1	
3207	6295	2022-01-31	2022-02-03	0		
3209	5267	2022-02-17				
3212	2233	2022-02-25				
3215	4250	2022-01-17	2022-02-18	1	3	3
3216	4054	2022-01-20				
3218	880	2022-01-21	2022-02-04	1	4	3
3228	1294	2022-01-17	2022-02-09	0		
3229	7302	2022-01-27				
3237	2196	2022-01-24	2022-02-04	1	1	5
3239	378	2022-01-19				
3241	1055	2022-02-09	2022-02-23	0		
3242	7429	2022-01-26				
3243	2349	2022-02-04	2022-02-17	1	2	3
3247	5860	2022-01-18	2022-02-14	0		
3248	1518	2022-01-27	2022-02-03	1	3	3
3249	5053	2022-01-20				
3251	4343	2022-01-24	2022-02-04	1	3	5
3255	3547	2022-02-14				
3257	4466	2022-01-17	2022-02-16	0		
3259	2142	2022-01-24				
3260	1080	2022-02-10				
3265	1618	2022-02-03				
3269	2454	2022-01-24	2022-01-31	1	2	1
3272	1863	2022-01-27	2022-02-24	0		
3274	4648	2022-01-17	2022-02-09	1	4	3
3278	81	2022-01-27				
3279	309	2022-02-02	2022-02-11	0		
3280	5086	2022-02-25				
3281	348	2022-01-28	2022-02-04	1	5	5
3282	4260	2022-01-18	2022-01-27	0		
3284	7227	2022-01-20				
3285	3507	2022-01-24				
3286	6536	2022-01-28				
3287	3495	2022-01-17	2022-02-02	0		
3287	4562	2022-02-23				
3288	3058	2022-01-24	2022-02-14	1	4	3
3290	6417	2022-01-18	2022-01-25	1	3	5
3291	7210	2022-02-10	2022-02-23	0		
3292	6568	2022-02-16				
3293	2408	2022-01-17	2022-01-18	0		
3298	2608	2022-01-20	2022-02-07	0		
3300	3085	2022-01-31				
3301	144	2022-01-19	2022-02-02	1	3	3
3303	1984	2022-01-20	2022-02-01	1	3	5
3304	4765	2022-01-26	2022-01-28	0		
3306	5151	2022-01-18	2022-02-04	0		
3308	5652	2022-01-31	2022-02-07	1	3	2
3309	6581	2022-02-04	2022-02-24	1		
3312	3302	2022-01-17	2022-01-20	1	4	4
3315	2227	2022-01-19	2022-01-31	0		
3318	6747	2022-01-17	2022-02-28	1		
3319	1335	2022-02-08	2022-02-17	1	4	5
3319	3846	2022-01-25	2022-02-02	0		
3320	1795	2022-02-03	2022-02-17	0		
3323	7166	2022-01-28	2022-02-16	1	4	1
3326	1491	2022-02-21				
3326	5859	2022-02-11	2022-02-16	0		
3331	6511	2022-01-19	2022-01-20	0		
3332	4859	2022-01-20	2022-02-03	1	1	1
3333	7220	2022-02-11				
3336	3593	2022-01-28	2022-02-04	1	1	1
3337	1861	2022-01-18				
3338	2773	2022-01-17				
3348	7104	2022-01-24	2022-02-15	0		
3352	1878	2022-01-27				
3353	1272	2022-02-10	2022-02-15	0		
3354	4037	2022-01-21	2022-01-24	0		
3355	4199	2022-02-11				
3357	5844	2022-01-24	2022-02-07	0		
3358	4537	2022-01-20	2022-02-03	1	3	5
3359	805	2022-01-17				
3361	5229	2022-01-26	2022-02-15	0		
3362	2362	2022-02-08				
3365	1161	2022-02-18				
3365	6015	2022-01-19	2022-02-03	0		
3367	6901	2022-02-03	2022-02-09	1	4	2
3368	1702	2022-01-25				
3369	2681	2022-01-20	2022-02-18	0		
3370	738	2022-01-21	2022-02-25	0		
3371	4131	2022-01-17	2022-02-09	1	1	4
3374	180	2022-02-14				
3375	1305	2022-02-01	2022-02-18	1	2	5
3381	2292	2022-01-24				
3383	3885	2022-01-17	2022-01-28	1	4	2
3384	6780	2022-01-19	2022-01-20	1	2	1
3385	4670	2022-01-18	2022-01-26	0		
3387	4631	2022-01-17				
3390	129	2022-02-18				
3391	5631	2022-02-07				
3392	3412	2022-01-17	2022-01-27	1	3	1
3393	766	2022-01-26	2022-02-15	1	3	4
3395	4788	2022-02-25				
3396	646	2022-01-17	2022-02-28	0		
3398	918	2022-01-20	2022-02-03	1	2	4
3399	2336	2022-01-18				
3401	575	2022-01-17	2022-02-16	0		
3402	3583	2022-01-18				
3403	1978	2022-02-14	2022-02-24	1	2	4
3405	1462	2022-01-19	2022-02-03	1	3	1
3407	3101	2022-01-21				
3408	821	2022-01-31	2022-02-08	0		
3409	270	2022-01-24	2022-01-25	1	3	5
3413	545	2022-01-19	2022-02-09	0		
3413	1621	2022-02-09	2022-02-17	1	4	5
3415	3220	2022-01-18	2022-02-08	1	3	1
3421	4768	2022-01-26	2022-02-28	0		
3428	930	2022-02-01	2022-02-08	0		
3428	7432	2022-02-21				
3429	6245	2022-02-11				
3431	5059	2022-01-28				
3432	2719	2022-01-19	2022-01-20	1	5	4
3433	3644	2022-02-08				
3434	7309	2022-01-24	2022-02-11	1	2	1
3436	1118	2022-01-20	2022-01-27	1	5	5
3445	5453	2022-01-18	2022-02-03	1	1	2
3448	499	2022-02-18	2022-02-23	1	2	1
3451	2144	2022-02-02				
3453	1548	2022-02-14				
3454	7304	2022-02-11				
3455	1355	2022-01-19	2022-02-09	1	2	5
3457	2005	2022-01-24	2022-02-02	1	2	2
3458	573	2022-01-20				
3462	1417	2022-01-20	2022-02-28	1		
3463	3638	2022-02-01	2022-02-04	0		
3467	2676	2022-02-22	2022-02-28	1		
3467	3100	2022-01-17	2022-01-18	0		
3470	2571	2022-01-19	2022-02-21	1		3
3471	5681	2022-01-20				
3472	4517	2022-01-21				
3473	6215	2022-01-18				
3474	6283	2022-02-01	2022-02-02	1	5	4
3475	2800	2022-01-17	2022-02-25	0		
3476	6835	2022-02-07	2022-02-24	1		1
3477	6360	2022-01-24	2022-02-21	1	1	4
3478	2831	2022-01-28				
3479	4176	2022-01-20				
3480	884	2022-01-21				
3483	4432	2022-02-10	2022-02-21	0		
3484	544	2022-01-17	2022-02-04	1	3	2
3485	846	2022-02-08	2022-02-14	0		
3486	1832	2022-01-18				
3488	498	2022-01-17	2022-01-24	1	1	3
3489	2285	2022-01-18	2022-01-27	1	5	2
3490	3766	2022-01-20	2022-01-25	0		
3492	6881	2022-02-23				
3495	952	2022-02-16				
3499	5198	2022-02-07	2022-02-10	0		
3500	1583	2022-02-15				
3503	7294	2022-01-17	2022-02-11	1	1	1
3505	5439	2022-01-18	2022-02-22	1	3	4
3509	5202	2022-01-17	2022-02-22	0		
3510	3325	2022-01-28				
3511	1319	2022-01-18	2022-02-16	1	3	
3515	2177	2022-01-17	2022-02-10	1	4	2
3520	7151	2022-02-18				
3524	1969	2022-01-17	2022-02-17	1	5	2
3525	7261	2022-01-19				
3527	3660	2022-01-21				
3528	2003	2022-01-19	2022-02-08	1	3	3
3529	1953	2022-01-26	2022-02-09	1	4	4
3530	3512	2022-01-24				
3531	1543	2022-01-28	2022-02-18	0		
3532	2620	2022-01-21				
3534	6975	2022-02-28				
3537	4213	2022-01-20	2022-02-11	1	3	5
3540	2962	2022-02-28				
3542	3676	2022-01-19				
3543	3311	2022-02-07				
3546	961	2022-02-24				
3546	1080	2022-01-21	2022-01-25	0		
3550	6709	2022-02-02	2022-02-03	0		
3552	4634	2022-01-27				
3553	2012	2022-02-07				
3555	1629	2022-01-20	2022-01-21	1	1	3
3562	6291	2022-01-24	2022-02-04	0		
3564	356	2022-01-26	2022-02-21	1		3
3567	4905	2022-02-11				
3568	6849	2022-01-17				
3569	5569	2022-02-11				
3572	3123	2022-01-27	2022-02-24	1	3	1
3579	2801	2022-01-17	2022-02-09	1	1	3
3581	4199	2022-01-24	2022-02-09	0		
3587	5661	2022-01-31	2022-02-03	1	5	3
3595	5320	2022-01-17	2022-01-25	0		
3596	671	2022-01-18	2022-01-21	1	1	5
3597	897	2022-01-31				
3598	2323	2022-02-04				
3600	6873	2022-01-27				
3602	6129	2022-01-18				
3603	1543	2022-02-22				
3603	4162	2022-01-25	2022-02-14	0		
3607	5211	2022-01-17	2022-01-18	0		
3608	5774	2022-02-09	2022-02-16	0		
3609	1615	2022-02-02				
3610	2597	2022-02-07				
3612	755	2022-01-18	2022-01-19	1	2	1
3613	3977	2022-01-17	2022-01-19	0		
3614	5623	2022-02-18				
3615	6391	2022-02-04	2022-02-23	1	5	1
3616	595	2022-01-19				
3618	2581	2022-02-07	2022-02-17	1	3	5
3619	2895	2022-02-02	2022-02-11	1	3	2
3620	3104	2022-02-10	2022-02-28	1		
3621	1723	2022-01-21	2022-02-03	0		
3626	822	2022-02-01	2022-02-24	1	4	2
3627	902	2022-01-19	2022-01-26	1	4	3
3629	4014	2022-01-24				
3632	4096	2022-01-21				
3633	5627	2022-01-17	2022-01-24	1	1	2
3636	5892	2022-01-24	2022-02-03	0		
3637	955	2022-01-27				
3641	2373	2022-01-18				
3646	1255	2022-01-17				
3652	4454	2022-01-20	2022-02-09	1	3	2
3653	5630	2022-02-04				
3654	3526	2022-02-21				
3657	4652	2022-01-21	2022-01-31	1	2	1
3659	2384	2022-01-24	2022-01-28	1	2	5
3661	1066	2022-01-21	2022-01-31	0		
3662	2085	2022-02-04				
3669	6980	2022-01-18	2022-02-02	0		
3670	3561	2022-01-17	2022-01-28	1	3	4
3677	4651	2022-01-19	2022-02-18	1	5	4
3678	5092	2022-01-25	2022-02-14	0		
3679	4503	2022-01-25	2022-01-31	1	1	1
3680	7129	2022-01-27	2022-02-16	0		
3681	7120	2022-01-18				
3682	5431	2022-02-07	2022-02-15	1	2	4
3683	3366	2022-01-17	2022-01-21	1	2	2
3684	1870	2022-02-18	2022-02-23	1	2	1
3685	4173	2022-01-26	2022-02-17	1	3	5
3687	6566	2022-01-18	2022-02-03	1	4	3
3688	6273	2022-01-24	2022-01-31	0		
3689	6350	2022-01-20	2022-02-07	1	2	2
3690	3195	2022-01-31	2022-02-03	1	2	3
3693	108	2022-02-16				
3695	1796	2022-01-17	2022-02-09	1	1	3
3696	3034	2022-02-25	2022-02-28	1		
3697	417	2022-01-21	2022-02-16	0		
3701	6546	2022-01-19				
3704	5849	2022-01-20				
3708	979	2022-01-24	2022-01-26	1	4	5
3711	5978	2022-01-19	2022-02-07	1	5	5
3716	7055	2022-02-02	2022-02-17	1	5	3
3718	242	2022-02-01				
3719	510	2022-01-26	2022-02-01	0		
3720	4366	2022-01-24	2022-01-28	0		
3722	2081	2022-01-18				
3723	1944	2022-02-25				
3725	4076	2022-01-19	2022-02-09	0		
3727	5954	2022-01-17	2022-02-14	1	3	4
3731	4369	2022-01-18				
3733	2956	2022-01-19				
3739	3779	2022-01-17				
3740	954	2022-01-25	2022-02-03	1	4	5
3741	3518	2022-02-03				
3744	1117	2022-01-26	2022-02-18	1	4	5
3746	3606	2022-01-28				
3747	11	2022-01-18	2022-01-27	1	4	4
3748	3078	2022-01-17	2022-02-24	0		
3750	4121	2022-02-07	2022-02-16	1	2	1
3750	6734	2022-01-19	2022-01-24	0		
3751	53	2022-02-08	2022-02-10	1	4	1
3754	6412	2022-01-17	2022-02-14	1	4	1
3762	533	2022-02-02	2022-02-25	1		2
3765	306	2022-01-25	2022-01-31	0		
3765	1329	2022-02-14	2022-02-15	1	2	1
3769	5062	2022-02-03	2022-02-08	1	5	2
3771	3009	2022-02-03				
3773	534	2022-01-18	2022-01-19	1	5	1
3775	6296	2022-01-17	2022-01-20	1	4	2
3776	1265	2022-02-09	2022-02-22	0		
3777	3127	2022-01-19				
3780	6754	2022-01-17	2022-02-25	1		
3781	1634	2022-01-31	2022-02-04	0		
3783	3517	2022-01-20	2022-01-21	1	1	5
3784	2857	2022-02-17	2022-02-18	1	2	2
3785	162	2022-01-24	2022-01-31	1	4	2
3790	2569	2022-01-17	2022-02-03	1	2	1
3791	6351	2022-01-21	2022-02-03	0		
3794	4720	2022-01-20	2022-01-21	1	1	3
3798	1896	2022-01-17				
3799	2076	2022-01-24	2022-01-31	1	1	4
3800	3852	2022-02-01	2022-02-04	1	1	4
3801	1018	2022-01-19	2022-01-31	0		
3805	3355	2022-01-19	2022-02-04	0		
3805	7384	2022-02-14				
3813	2988	2022-01-25	2022-01-28	0		
3814	5916	2022-02-08				
3816	2879	2022-01-19	2022-02-24	1		1
3817	7326	2022-01-31				
3824	3502	2022-02-10				
3825	267	2022-02-15	2022-02-17	0		
3830	2554	2022-02-11	2022-02-15	1	1	1
3832	3985	2022-01-28				
3833	2598	2022-02-15				
3836	1325	2022-01-19	2022-01-20	1	5	1
3845	7082	2022-01-19	2022-02-11	1	4	3
3846	1173	2022-02-08				
3850	1574	2022-02-21				
3854	3948	2022-01-19	2022-01-20	1	5	5
3855	3897	2022-01-17	2022-02-07	1	4	3
3856	6243	2022-02-17				
3857	7324	2022-01-25	2022-02-02	1	1	3
3858	3759	2022-01-18				
3860	1433	2022-01-20	2022-02-15	1	1	5
3862	58	2022-02-02	2022-02-22	1		
3864	2596	2022-01-26				
3865	1930	2022-01-17	2022-02-14	0		
3867	3513	2022-01-20	2022-01-24	0		
3867	6958	2022-02-08	2022-02-16	1	2	5
3868	6987	2022-02-14	2022-02-22	1	4	4
3869	610	2022-02-02				
3870	5033	2022-02-01				
3873	6427	2022-02-11				
3878	723	2022-02-02				
3882	1962	2022-01-18	2022-01-19	0		
3882	6403	2022-01-19	2022-02-07	0		
3884	7063	2022-01-20				
3886	3811	2022-01-17				
3887	5283	2022-01-17				
3888	2935	2022-01-18	2022-01-27	1	2	3
3889	673	2022-02-15				
3890	3545	2022-02-04				
3891	2938	2022-01-21	2022-01-26	1	2	3
3894	1200	2022-01-28				
3898	452	2022-01-18	2022-02-01	1	3	5
3900	4516	2022-01-27	2022-02-04	0		
3901	1762	2022-02-08	2022-02-11	1	4	2
3907	1215	2022-01-20				
3913	3714	2022-02-15				
3917	3033	2022-02-10				
3919	6325	2022-01-18	2022-02-10	1	3	3
3920	5530	2022-01-27	2022-02-04	1	3	2
3921	3818	2022-01-24	2022-02-28	1		
3925	383	2022-02-02	2022-02-10	1	2	2
3926	1807	2022-01-20				
3928	5158	2022-01-21	2022-02-07	1	3	5
3931	6164	2022-02-01				
3932	1992	2022-01-18	2022-02-15	0		
3934	5132	2022-01-17	2022-01-27	1	5	4
3936	3601	2022-01-21				
3937	6049	2022-02-18				
3938	3007	2022-02-10				
3939	5265	2022-01-17	2022-01-31	1	2	5
3940	2947	2022-01-28	2022-02-21	0		
3941	6115	2022-01-19	2022-01-24	1	5	3
3942	136	2022-02-03	2022-02-17	1		5
3944	4457	2022-01-31	2022-02-25	1		
3950	2816	2022-01-18	2022-02-01	1	3	1
3951	3292	2022-01-27	2022-02-14	0		
3952	6172	2022-01-17	2022-02-10	1	3	1
3954	5932	2022-01-28				
3955	2722	2022-02-16				
3958	6942	2022-01-24	2022-02-03	1	3	1
3961	3291	2022-02-23	2022-02-28	0		
3964	2686	2022-01-20	2022-01-31	1	4	1
3969	1472	2022-01-19				
3970	5477	2022-01-18	2022-01-21	1	4	4
3976	3228	2022-02-17				
3977	5493	2022-01-20	2022-01-25	1	2	5
3978	46	2022-02-09				
3980	2159	2022-02-01	2022-02-04	0		
3984	469	2022-01-21				
3986	603	2022-02-18				
3989	786	2022-02-02	2022-02-23	0		
3990	2881	2022-01-18	2022-01-19	1	2	2
3991	5895	2022-01-24				
3992	862	2022-01-17	2022-02-24	1		
3993	3192	2022-02-10				
3994	6440	2022-01-21				
3995	7346	2022-02-09	2022-02-14	1	3	5
3996	229	2022-01-20	2022-01-28	1	1	2
3997	62	2022-02-11				
3998	4298	2022-01-19	2022-02-04	1	1	4
4000	6131	2022-01-21				
4002	6966	2022-01-18				
4003	6146	2022-02-07	2022-02-21	1		1
4006	3692	2022-02-09	2022-02-14	1	1	2
4007	1240	2022-01-18	2022-01-24	1	2	3
4011	2548	2022-01-24	2022-02-01	1	3	4
4012	4376	2022-01-28	2022-02-16	1	5	5
4015	3131	2022-01-25				
4017	3018	2022-01-17	2022-02-15	1	5	5
4018	52	2022-01-18	2022-02-03	1	1	4
4019	6442	2022-01-21	2022-01-26	1	1	2
4020	5403	2022-01-17				
4021	5965	2022-01-28	2022-02-24	0		
4028	4807	2022-02-11	2022-02-25	1	2	
4030	4133	2022-01-20	2022-01-26	1	3	3
4033	7298	2022-01-21	2022-02-15	1	2	5
4034	2090	2022-02-09	2022-02-16	1	4	5
4035	3329	2022-02-01	2022-02-14	1	3	5
4036	131	2022-02-03				
4038	590	2022-01-19	2022-01-21	1	1	1
4039	5844	2022-02-10				
4040	1170	2022-01-24	2022-02-04	1	3	1
4043	2171	2022-02-24				
4045	5434	2022-02-15				
4046	7225	2022-01-27				
4051	6759	2022-01-19	2022-01-21	1	1	2
4052	7303	2022-01-17	2022-02-08	0		
4055	1981	2022-01-26				
4056	6938	2022-02-04				
4058	6532	2022-01-25	2022-01-31	1	5	5
4059	3031	2022-01-19	2022-02-07	1	4	1
4060	1613	2022-01-17	2022-01-20	0		
4064	6600	2022-01-18	2022-01-25	1	4	1
4067	2710	2022-01-28	2022-02-28	0		
4067	3925	2022-01-17	2022-01-19	0		
4068	5241	2022-01-24				
4070	7274	2022-01-19				
4079	230	2022-01-21	2022-02-09	0		
4079	3774	2022-02-11	2022-02-18	0		
4087	2862	2022-01-24	2022-02-10	0		
4089	7395	2022-01-19	2022-02-03	1	3	2
4094	6136	2022-02-10				
4095	6451	2022-01-27	2022-02-09	1	2	3
4098	645	2022-01-20				
4099	674	2022-01-19	2022-01-24	0		
4101	751	2022-01-31				
4102	1772	2022-01-24	2022-01-25	1	1	5
4105	7110	2022-01-18				
4112	135	2022-01-26	2022-02-09	1	1	1
4113	4037	2022-01-24	2022-01-31	1	5	2
4115	4573	2022-02-03				
4116	2302	2022-01-24	2022-01-26	0		
4118	568	2022-01-25	2022-02-17	1	4	1
4120	4686	2022-01-17	2022-01-28	1	5	1
4122	6212	2022-02-17	2022-02-22	1	3	4
4132	1393	2022-01-20	2022-02-02	0		
4132	4159	2022-02-17				
4136	4244	2022-01-17	2022-02-25	0		
4139	2424	2022-02-07				
4140	1008	2022-02-22				
4140	5288	2022-02-01	2022-02-17	0		
4144	1641	2022-02-11				
4146	3191	2022-02-01				
4148	366	2022-01-21				
4150	1991	2022-01-17				
4157	3395	2022-01-20	2022-02-23	0		
4163	2026	2022-01-18	2022-01-24	1	4	5
4168	4359	2022-01-24	2022-02-08	1	2	2
4171	4467	2022-01-28	2022-02-25	0		
4172	1373	2022-01-21				
4178	5720	2022-01-17	2022-02-24	1		
4184	817	2022-02-04				
4186	6896	2022-01-25	2022-01-26	1	3	4
4187	3892	2022-01-18				
4193	7350	2022-01-26	2022-02-02	1	4	2
4197	5393	2022-01-21	2022-01-26	0		
4201	6599	2022-01-17				
4202	1884	2022-01-18	2022-01-19	1	2	4
4203	6387	2022-01-21	2022-02-08	1	4	5
4209	3344	2022-01-17				
4210	2597	2022-02-02	2022-02-07	0		
4211	1964	2022-01-24	2022-02-09	1	1	5
4214	1499	2022-01-20	2022-02-04	1	3	3
4215	5348	2022-01-27	2022-02-01	0		
4215	6751	2022-02-15				
4218	7238	2022-01-21				
4219	5809	2022-01-17	2022-01-25	1	5	4
4220	3441	2022-01-19				
4223	6408	2022-01-24	2022-02-22	1	4	3
4224	2508	2022-02-07				
4225	2588	2022-01-20				
4227	6810	2022-01-17	2022-02-16	1	5	5
4228	7254	2022-02-01	2022-02-04	1	2	1
4232	4568	2022-02-03				
4238	2825	2022-01-18	2022-02-17	1	5	5
4241	6921	2022-01-21				
4245	6528	2022-01-17	2022-02-02	0		
4249	6862	2022-01-18	2022-02-16	1	2	3
4251	2832	2022-02-01				
4254	5779	2022-02-16				
4255	4042	2022-02-18				
4255	4191	2022-02-15	2022-02-16	0		
4259	701	2022-01-18	2022-02-10	1	1	4
4261	777	2022-01-21				
4265	1690	2022-01-17	2022-02-25	0		
4268	4734	2022-02-22				
4268	5538	2022-01-20	2022-02-09	0		
4269	6019	2022-01-19				
4271	5025	2022-01-26	2022-02-01	0		
4271	7251	2022-02-18				
4277	2016	2022-01-20	2022-02-14	0		
4279	6039	2022-02-15				
4280	1626	2022-01-20	2022-02-02	0		
4282	5038	2022-01-18				
4284	4808	2022-01-17	2022-01-31	0		
4286	5910	2022-01-19	2022-02-14	1	5	1
4287	6426	2022-01-18	2022-01-31	1	3	2
4289	4216	2022-01-17	2022-02-24	1	1	5
4300	4964	2022-01-31	2022-02-03	0		
4300	5539	2022-01-17	2022-01-27	0		
4302	142	2022-02-04				
4304	2766	2022-02-08	2022-02-11	1	5	2
4305	4566	2022-02-04	2022-02-22	0		
4311	3973	2022-01-17	2022-01-21	1	5	2
4312	2108	2022-01-19	2022-02-17	1	1	5
4319	5231	2022-01-21				
4320	2045	2022-01-17	2022-02-25	1		
4323	3184	2022-01-17	2022-02-28	1		
4325	5386	2022-01-21				
4328	1090	2022-01-19	2022-02-17	1	1	5
4334	4239	2022-01-21				
4335	4406	2022-02-15				
4336	3293	2022-01-20	2022-02-09	1	1	4
4337	3407	2022-01-17	2022-01-18	0		
4339	3482	2022-01-17				
4341	6844	2022-02-07				
4344	1912	2022-01-27	2022-02-15	0		
4344	2453	2022-01-19	2022-01-24	0		
4346	5150	2022-01-18	2022-02-02	0		
4347	6760	2022-02-18				
4348	4519	2022-02-07				
4349	4487	2022-01-17	2022-02-21	1	3	1
4353	3758	2022-02-01	2022-02-15	0		
4355	997	2022-01-21				
4361	6358	2022-01-17	2022-02-22	1	1	2
4364	3697	2022-02-16				
4365	3268	2022-01-24				
4367	34	2022-01-19	2022-01-20	1	2	1
4372	6953	2022-01-24	2022-02-01	0		
4373	6390	2022-02-04	2022-02-08	1	2	2
4375	1712	2022-02-18				
4378	2934	2022-01-17	2022-01-19	1	4	3
4379	3900	2022-02-17	2022-02-28	1		
4380	3143	2022-02-16	2022-02-23	0		
4381	7242	2022-02-22				
4382	5713	2022-01-24				
4385	1949	2022-01-17				
4387	7363	2022-01-19	2022-02-10	1	1	2
4388	5043	2022-02-11				
4390	7328	2022-01-17				
4391	2161	2022-01-25	2022-02-01	1	4	1
4392	1475	2022-01-26	2022-01-28	1	1	1
4392	3959	2022-01-19	2022-01-24	0		
4393	5587	2022-01-17	2022-02-02	1	5	1
4394	4264	2022-02-08				
4395	5017	2022-02-16	2022-02-21	1	2	2
4396	3226	2022-01-17	2022-01-19	1	4	4
4399	1360	2022-01-21	2022-02-01	1	2	3
4401	2055	2022-02-02	2022-02-18	0		
4403	2124	2022-01-20				
4405	4233	2022-01-17	2022-01-25	1	3	3
4408	4495	2022-02-01	2022-02-21	1	2	5
4409	6055	2022-02-02				
4410	3987	2022-01-17				
4411	1798	2022-02-22				
4411	6145	2022-02-14	2022-02-17	0		
4412	617	2022-01-19	2022-01-20	1	4	1
4414	6911	2022-01-26	2022-02-04	1	5	3
4415	4337	2022-02-01				
4416	5835	2022-01-18	2022-02-10	0		
4417	1199	2022-01-24				
4419	502	2022-02-22				
4424	5491	2022-01-19	2022-02-23	0		
4426	5159	2022-01-18	2022-02-10	1	5	4
4428	1201	2022-01-20	2022-02-09	1	1	5
4429	6091	2022-01-17				
4431	2187	2022-02-25				
4435	2313	2022-02-08				
4437	2758	2022-01-19				
4439	5433	2022-01-17	2022-01-21	0		
4441	3159	2022-01-20	2022-02-07	0		
4442	7341	2022-02-03				
4443	4575	2022-02-23				
4443	6320	2022-01-31	2022-02-22	0		
4444	778	2022-01-24	2022-02-11	1	4	2
4446	5546	2022-01-26	2022-02-11	1	2	1
4447	4499	2022-01-19	2022-01-20	1	2	1
4451	2557	2022-01-26	2022-02-21	1	5	5
4452	2858	2022-01-28	2022-02-08	1	4	
